id,name,place_of_birth,date_of_birth,ethnicity,nationality,specialization,gender,height,weight,astrological_sign
1627,柴崎幸,日本,1980-1989,其它,日本,娛樂/文藝,女,s160,未知,獅子
1628,陳辰,浙江,1970-1979,未知,中國,未知,女,160-170,未知,金牛
1629,張無忌,其它,1900前,未知,中國,其它,男,未知,未知,未知
1630,和晶,未知,1960-1969,回,中國,娛樂,女,未知,未知,未知
1631,李莊,未知,1960-1969,漢,中國,其它,男,未知,未知,未知
1632,杉本有美,日本,1980-1989,未知,日本,娛樂,女,未知,未知,白羊
1633,高山峰,臺灣,1970-1979,未知,中國/臺灣,娛樂,男,170-180,未知,天秤
1634,陸俊,未知,1900-1959,漢,中國,體育,男,170-180,未知,未知
1635,賴聲川,美國,1900-1959,未知,未知,文藝/其它,男,未知,未知,未知
1636,孟瑤,未知,未知,漢,中國,娛樂,女,160-170,未知,雙子
1637,蕭何,江蘇,1900前,漢,中國,政治,男,未知,未知,未知
1638,戶田惠梨香,日本,1980-1989,未知,未知,娛樂,女,160-170,40-50,獅子
1639,王亞平,未知,未知,未知,中國,未知,女,未知,未知,金牛
1640,玉木宏,日本,1980-1989,未知,日本,娛樂/文藝,男,170-180,未知,摩羯
1641,鄭則仕,廣東/香港,1900-1959,漢,中國/香港,娛樂/文藝,男,170-180,geq90,雙子
1642,星野亞希,日本,1970-1979,未知,日本,娛樂,女,160-170,未知,雙魚
1643,劉丹,未知,1900-1959,漢,中國,娛樂,男,160-170,70-80,未知
1644,魯班,山東,未知,未知,中國,其它,男,未知,未知,未知
1645,鄭傑,未知,未知,未知,中國,文藝,女,未知,未知,未知
1646,孫菲菲,陝西,1980-1989,漢,中國,娛樂,女,160-170,40-50,雙魚
1647,牛群,天津,1900-1959,未知,中國,娛樂/文藝,男,未知,未知,未知
1648,胡靜,雲南,1970-1979,漢,中國,娛樂,女,160-170,40-50,天蠍
1649,王一梅,遼寧,1980-1989,漢,中國,未知,女,180-190,geq90,未知
1650,劉浩龍,香港,1970-1979,未知,中國,娛樂,男,未知,未知,獅子
1651,張籽沐,安徽,1990至今,漢,中國,娛樂/其它,女,s160,未知,摩羯
1652,唐志中,美國,1970-1979,漢,中國/臺灣,娛樂,男,170-180,未知,天蠍
1653,劉志,未知,1900前,未知,中國,政治,男,未知,未知,未知
1654,瑞莎,其它,1980-1989,其它,歐洲,娛樂,女,170-180,未知,雙魚
1655,張路,未知,1900-1959,漢,中國,體育,男,未知,未知,未知
1656,張薔,未知,1960-1969,漢,中國,娛樂,女,160-170,未知,射手
1657,彭坦,湖北,1970-1979,漢,中國,娛樂/文藝,男,170-180,未知,雙魚
1658,豬哥亮,臺灣,1900-1959,未知,中國/臺灣,娛樂,男,160-170,60-70,射手
1659,錢泳辰,其它,1980-1989,漢,中國,娛樂,男,170-180,60-70,射手
1660,元斌,韓國,1970-1979,朝鮮,韓國,娛樂,男,170-180,60-70,天蠍
1661,許戈輝,北京,1960-1969,漢,中國,娛樂,女,160-170,未知,射手
1662,王耀慶,臺灣,1970-1979,漢,中國,娛樂,男,170-180,70-80,巨蟹
1663,師洋,甘肅,1980-1989,漢,中國,未知,男,180-190,未知,未知
1664,於丹,北京,1960-1969,漢,中國,娛樂/其它,女,未知,未知,巨蟹
1665,玉澤演,韓國,1980-1989,未知,韓國,娛樂/商業,男,180-190,70-80,摩羯
1666,高旗,未知,1960-1969,漢,中國,未知,男,未知,未知,雙魚
1667,侯孝賢,廣東/臺灣,1900-1959,漢,中國,娛樂/文藝,男,160-170,未知,白羊
1668,王冕,浙江,1900前,漢,中國,文藝,男,未知,未知,未知
1669,陳展鵬,香港,1970-1979,未知,中國,娛樂,男,180-190,60-70,摩羯
1670,於小彤,遼寧,1990至今,漢,中國,娛樂/其它,男,geq190,未知,雙子
1671,馬友友,其它,1900-1959,漢,中國,文藝/其它,男,未知,未知,天秤
1672,龍永圖,湖南,1900-1959,漢,中國,政治,男,未知,未知,未知
1673,翟曉川,河北,1990至今,未知,中國,未知,男,geq190,未知,未知
1674,黑澤明,日本,1900-1959,其它,日本,娛樂/文藝,男,180-190,未知,白羊
1675,周曉鷗,北京,1960-1969,漢,中國,娛樂,男,170-180,geq90,獅子
1676,王晰,遼寧,1980-1989,漢,中國,娛樂,男,180-190,60-70,白羊
1677,佐藤健,日本,1980-1989,其它,日本,娛樂,男,160-170,50-60,白羊
1678,黃舒駿,臺灣,1960-1969,未知,中國/臺灣,娛樂/文藝,男,170-180,未知,摩羯
1679,黃旭,未知,1970-1979,未知,中國,體育,男,160-170,未知,未知
1680,吳建飛,浙江,1980-1989,漢,中國,娛樂,男,170-180,60-70,天秤
1681,李明博,未知,1900-1959,未知,韓國,政治,男,未知,未知,未知
1682,秦怡,未知,1900-1959,漢,中國,娛樂/文藝,女,未知,未知,未知
1683,張寶,未知,1980-1989,漢,中國,商業,男,未知,未知,未知
1684,王朔,江蘇,1900-1959,滿,中國,娛樂/文藝,男,未知,未知,處女
1685,馬國明,香港,1970-1979,未知,中國/香港/美加,娛樂,男,180-190,70-80,水瓶
1686,席慕容,未知,1900-1959,未知,中國,文藝,女,未知,未知,未知
1687,?豪,其它,1990至今,未知,韓國,未知,男,180-190,60-70,射手
1688,筱崎愛,日本,1990至今,其它,日本,娛樂,女,s160,40-50,雙魚
1689,申紀蘭,未知,1900-1959,漢,中國,其它,女,未知,未知,未知
1690,範偉,遼寧,1960-1969,漢,中國,娛樂,男,170-180,70-80,處女
1691,孫光,未知,未知,未知,中國,政治,男,未知,未知,未知
1692,路金波,河南,1970-1979,漢,中國,商業/文藝,男,未知,未知,未知
1693,板野友美,日本,1990至今,其它,日本,娛樂,女,s160,s40,獅子
1694,王曉理,未知,1980-1989,未知,中國,體育,女,未知,未知,未知
1695,劉冉,未知,未知,漢,中國,未知,男,未知,未知,未知
1696,馬凱,上海,1900-1959,漢,中國,未知,男,未知,未知,未知
1697,香川真司,日本,1980-1989,其它,未知,未知,男,170-180,60-70,雙魚
1698,劉江,山東,1960-1969,漢,中國,娛樂/文藝,男,未知,未知,水瓶
1699,謝文駿,上海,1990至今,漢,中國,體育,男,180-190,geq90,未知
1700,楊二車娜姆,美國,1970-1979,蒙古/納西,美加,娛樂/文藝,女,170-180,未知,處女
1701,郭金,黑龍江,1970-1979,漢,中國,娛樂,女,160-170,未知,巨蟹
1702,龍斌,其它,未知,漢,中國,娛樂,男,180-190,未知,雙子
1703,杜聰,山東,1990至今,漢,中國,娛樂/文藝/其它,男,170-180,未知,獅子
1704,劉仁娜,韓國,1980-1989,朝鮮,韓國,娛樂,女,160-170,40-50,雙子
1705,朱時茂,山東,1900-1959,漢,中國,娛樂/文藝,男,170-180,未知,白羊
1706,於謙,北京,1960-1969,漢,中國,娛樂/文藝,男,170-180,未知,水瓶
1707,宋曉波,上海,1980-1989,漢,中國,娛樂,男,180-190,70-80,摩羯
1708,徐雲龍,北京,1970-1979,漢,中國,體育,男,180-190,未知,水瓶
1709,代樂樂,北京,1980-1989,漢,中國,娛樂,女,160-170,40-50,巨蟹
1710,李倩,湖南,1980-1989,漢,中國,娛樂,女,s160,s40,雙魚
1711,尤勇,未知,1960-1969,未知,中國,娛樂,男,170-180,未知,未知
1712,薩日娜,內蒙古,1960-1969,蒙古,中國,娛樂,女,160-170,未知,天蠍
1713,聶樹斌,其它,1970-1979,漢,中國,其它,男,未知,未知,天蠍
1714,米老鼠,美國,1900-1959,未知,歐洲,文藝,男,未知,未知,未知
1715,鄭敏,福建,1900-1959,未知,中國,文藝/其它,女,未知,未知,未知
1716,盧冠廷,香港,1900-1959,漢,中國/香港/美加,娛樂/文藝,男,未知,未知,處女
1717,李玹雨,韓國,1990至今,未知,未知,娛樂,男,170-180,50-60,白羊
1718,丁少華,甘肅,1980-1989,回,中國,娛樂,男,170-180,未知,處女
1719,馬三立,未知,1900-1959,回,中國,娛樂/文藝,男,未知,未知,未知
1720,魯肅,安徽,1900前,漢,中國,未知,男,未知,未知,未知
1721,劉心,遼寧,1980-1989,回,中國,娛樂/文藝,男,160-170,未知,處女
1722,傅強,未知,1900-1959,漢,中國,文藝,男,未知,未知,未知
